"FND_APP_FLEX_VALUE_SET.ValueSetCode","Value","IndependentValue","IndependentValueNumber","IndependentValueDate","IndependentValueTimestamp","ValueNumber","ValueDate","ValueTimestamp","TranslatedValue","Description","EnabledFlag","StartDateActive","EndDateActive","SummaryFlag","FlexValueAttribute1","FlexValueAttribute2","FlexValueAttribute3","FlexValueAttribute4","FlexValueAttribute5","FlexValueAttribute6","SortOrder","ExternalDataSource","CreationDate","CreatedBy","LastUpdateDate","LastUpdatedBy","LastUpdateLogin"
"FED_LEGAL_AUTH","QAK","115","","","","","","","","REG 353.207. RESTORATION AFTER MILITARY SERVICE.","Y","","","","","","","","","","","","2022/02/17 17:12:47.536","CUSTOMIZED_USER","2022/02/17 17:14:39.761","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","SZX","115","","","","","","","","REG 930.209. TEMP. REEMPLOYMENT OF SENIOR ADMIN. LAW JUDGE","Y","","","","","","","","","","","","2022/02/17 17:12:47.573","CUSTOMIZED_USER","2022/02/17 17:14:39.897","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","UDM","115","","","","","","","","P.L. 107-296, SEC.1115 For Use by Department of Justice/ATF and Department of Treasury/Tax and Trade Bureau.","Y","","","","","","","","","","","","2022/02/17 17:12:47.609","CUSTOMIZED_USER","2022/02/17 17:14:40.038","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","V1P","115","","","","","","","","5 U.S.C. 5371.  38 U.S.C. PAY.","Y","","","","","","","","","","","","2022/02/17 17:12:47.644","CUSTOMIZED_USER","2022/02/17 17:14:40.176","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","V8L","115","","","","","","","","39 U.S.C. 1006. REEMPLOYMENT BASED ON POSTAL SERVICE.","Y","","","","","","","","","","","","2022/02/17 17:12:47.687","CUSTOMIZED_USER","2022/02/17 17:14:40.31","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","V8N","115","","","","","","","","32 U.S.C. 709.  National Guard tech--comp svc.  Code is only for use by the Air National Guard (Department of the Air Force) and Army National Gu","Y","","","","","","","","","","","","2022/02/17 17:12:47.732","CUSTOMIZED_USER","2022/02/17 17:14:40.466","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","VGL","115","","","","","","","","5 U.S.C. 4703. DEMO PROJECTS.","Y","","","","","","","","","","","","2022/02/17 17:12:47.783","CUSTOMIZED_USER","2022/02/17 17:14:40.626","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","VJM","115","","","","","","","","5 U.S.C. 3325. APPT TO SCI/PROF POSITIONS.","Y","","","","","","","","","","","","2022/02/17 17:12:47.818","CUSTOMIZED_USER","2022/02/17 17:14:40.765","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","WTA","115","","","","","","","","Sch A, 213-3102 (u)-ID.  Intellectual Disability","Y","","","","","","","","","","","","2022/02/17 17:12:47.854","CUSTOMIZED_USER","2022/02/17 17:14:40.91","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","WTB","115","","","","","","","","Sch A, 213.3102 (u)-PD.  Psychiatric Disability","Y","","","","","","","","","","","","2022/02/17 17:12:47.889","CUSTOMIZED_USER","2022/02/17 17:14:41.052","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","WUM","115","","","","","","","","Sch A, 213.3102(u).  Severe Physical Disabilities","Y","","","","","","","","","","","","2022/02/17 17:12:47.925","CUSTOMIZED_USER","2022/02/17 17:14:41.196","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","Z2U","115","","","","","","","","P.L. 103-337.  Defense Lab Demo.  Code is for use by the Department of the Air Force, Department of the Army, Department of Defense, and Departme","Y","","","","","","","","","","","","2022/02/17 17:12:47.961","CUSTOMIZED_USER","2022/02/17 17:14:41.333","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","Z2W","115","","","","","","","","P.L. 104-106.  Defense Acquisition Demo.  Code is for use by the Department of the Air Force, Department of the Army, Department of Defense, and","Y","","","","","","","","","","","","2022/02/17 17:12:47.997","CUSTOMIZED_USER","2022/02/17 17:14:41.502","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","Z5C","115","","","","","","","","DIRECT-HIRE AUTHORITY (CITE DOD AUTHORITY AND DATE)","Y","","","","","","","","","","","","2022/02/17 17:12:48.034","CUSTOMIZED_USER","2022/02/17 17:14:41.649","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","ZJK","115","","","","","","","","EO 12721. FAMILY MEMBER NONCOMP APPT.","Y","","","","","","","","","","","","2022/02/17 17:12:48.071","CUSTOMIZED_USER","2022/02/17 17:14:41.786","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","ZLM","115","","","","","","","","OTHER CITATION (LAW, E.O., REG)","Y","","","","","","","","","","","","2022/02/17 17:12:48.108","CUSTOMIZED_USER","2022/02/17 17:14:41.919","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","ZQM","115","","","","","","","","31 U.S.C. 732(G).  BASED ON SVC WITH GAO.","Y","","","","","","","","","","","","2022/02/17 17:12:48.144","CUSTOMIZED_USER","2022/02/17 17:14:42.068","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","ZRM","115","","","","","","","","AGENCY RESTORATION AUTHORITY","Y","","","","","","","","","","","","2022/02/17 17:12:48.182","CUSTOMIZED_USER","2022/02/17 17:14:42.232","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","ZSK","115","","","","","","","","P.L. 99-145, AS AMENDED. SPOUSE PREF--DOD.","Y","","","","","","","","","","","","2022/02/17 17:12:48.22","CUSTOMIZED_USER","2022/02/17 17:14:42.378","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","ZSP","115","","","","","","","","P.L. 99-574, Sec. 10.  NIST demo--appts.  Code is for use by the National Institute of Standards and Technology (Department of Commerce) only.","Y","","","","","","","","","","","","2022/02/17 17:12:48.264","CUSTOMIZED_USER","2022/02/17 17:14:42.523","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","ZTM","115","","","","","","","","P.L. 99-586. APPT. OF FORMER NAT'L GUARD TECH.","Y","","","","","","","","","","","","2022/02/17 17:12:48.309","CUSTOMIZED_USER","2022/02/17 17:14:42.665","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","ZTU","115","","","","","","","","28 U.S.C. 602.  ADMIN OFC OF U.S. COURTS.","Y","","","","","","","","","","","","2022/02/17 17:12:48.352","CUSTOMIZED_USER","2022/02/17 17:14:42.813","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","ABM","120","","","","","","","","SF 59 APPROVED (DATE)","Y","","","","","","","","","","","","2022/02/17 17:12:48.396","CUSTOMIZED_USER","2022/02/17 17:14:42.953","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","ALM","120","","","","","","","","MSPB DIRECTIVE-US","Y","","","","","","","","","","","","2022/02/17 17:12:48.458","CUSTOMIZED_USER","2022/02/17 17:14:43.119","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","AQM","120","","","","","","","","MSPB DIRECTIVE - INJ","Y","","","","","","","","","","","","2022/02/17 17:12:48.508","CUSTOMIZED_USER","2022/02/17 17:14:43.256","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","AYM","120","","","","","","","","DIRECT-HIRE AUTHORITY (CITE OPM AUTHORITY AND DATE)","Y","","","","","","","","","","","","2022/02/17 17:12:48.548","CUSTOMIZED_USER","2022/02/17 17:14:43.394","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","BWM","120","","","","","","","","OPM DELEGATION AGR","Y","","","","","","","","","","","","2022/02/17 17:12:48.593","CUSTOMIZED_USER","2022/02/17 17:14:43.536","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","HAM","120","","","","","","","","REG 250.101. ACTION REQUIRED BY A DECISION.","Y","","","","","","","","","","","","2022/02/17 17:12:48.635","CUSTOMIZED_USER","2022/02/17 17:14:43.671","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","HNM","120","","","","","","","","REG 301.201. APPT. OF U.S. CITIZENS OVERSEAS.","Y","","","","","","","","","","","","2022/02/17 17:12:48.673","CUSTOMIZED_USER","2022/02/17 17:14:43.815","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","HRM","120","","","","","","","","REG 301.202. US CITIZEN RECRUITED OUTSIDE O/S AREA.","Y","","","","","","","","","","","","2022/02/17 17:12:48.712","CUSTOMIZED_USER","2022/02/17 17:14:43.964","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","QAK","120","","","","","","","","REG 353.207. RESTORATION AFTER MILITARY SERVICE.","Y","","","","","","","","","","","","2022/02/17 17:12:48.752","CUSTOMIZED_USER","2022/02/17 17:14:44.111","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","QBK","120","","","","","","","","REG 353.301. RESTORATION AFTER RECOVERY FROM INJURY.","Y","","","","","","","","","","","","2022/02/17 17:12:48.791","CUSTOMIZED_USER","2022/02/17 17:14:44.602","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","QCK","120","","","","","","","","REG 353.304(D). RESTORATION AFTER PARTIAL RECOVERY.","Y","","","","","","","","","","","","2022/02/17 17:12:48.831","CUSTOMIZED_USER","2022/02/17 17:14:44.736","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","V1P","120","","","","","","","","5 U.S.C. 5371.  38 U.S.C. PAY.","Y","","","","","","","","","","","","2022/02/17 17:12:48.87","CUSTOMIZED_USER","2022/02/17 17:14:44.862","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","Z5C","120","","","","","","","","DIRECT-HIRE AUTHORITY (CITE DOD AUTHORITY AND DATE)","Y","","","","","","","","","","","","2022/02/17 17:12:48.91","CUSTOMIZED_USER","2022/02/17 17:14:44.997","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","ZLM","120","","","","","","","","OTHER CITATION (LAW, E.O., REG)","Y","","","","","","","","","","","","2022/02/17 17:12:48.956","CUSTOMIZED_USER","2022/02/17 17:14:45.135","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","ZRM","120","","","","","","","","AGENCY RESTORATION AUTHORITY","Y","","","","","","","","","","","","2022/02/17 17:12:49.0","CUSTOMIZED_USER","2022/02/17 17:14:45.274","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","ZSK","120","","","","","","","","P.L. 99-145, AS AMENDED. SPOUSE PREF--DOD.","Y","","","","","","","","","","","","2022/02/17 17:12:49.042","CUSTOMIZED_USER","2022/02/17 17:14:45.406","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","ABM","122","","","","","","","","SF 59 APPROVED (DATE)","Y","","","","","","","","","","","","2022/02/17 17:12:49.083","CUSTOMIZED_USER","2022/02/17 17:14:45.547","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","ALM","122","","","","","","","","MSPB DIRECTIVE-US","Y","","","","","","","","","","","","2022/02/17 17:12:49.128","CUSTOMIZED_USER","2022/02/17 17:14:45.702","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","BWM","122","","","","","","","","OPM DELEGATION AGR","Y","","","","","","","","","","","","2022/02/17 17:12:49.171","CUSTOMIZED_USER","2022/02/17 17:14:45.872","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","H3M","122","","","","","","","","REG 301.203(C). TEMP APPT. OVERSEAS.","Y","","","","","","","","","","","","2022/02/17 17:12:49.212","CUSTOMIZED_USER","2022/02/17 17:14:46.018","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","HAM","122","","","","","","","","REG 250.101. ACTION REQUIRED BY A DECISION.","Y","","","","","","","","","","","","2022/02/17 17:12:49.253","CUSTOMIZED_USER","2022/02/17 17:14:46.158","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","HNM","122","","","","","","","","REG 301.201. APPT. OF U.S. CITIZENS OVERSEAS.","Y","","","","","","","","","","","","2022/02/17 17:12:49.3","CUSTOMIZED_USER","2022/02/17 17:14:46.357","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","HRM","122","","","","","","","","REG 301.202. US CITIZEN RECRUITED OUTSIDE O/S AREA.","Y","","","","","","","","","","","","2022/02/17 17:12:49.344","CUSTOMIZED_USER","2022/02/17 17:14:46.548","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","QAK","122","","","","","","","","REG 353.207. RESTORATION AFTER MILITARY SERVICE.","Y","","","","","","","","","","","","2022/02/17 17:12:49.391","CUSTOMIZED_USER","2022/02/17 17:14:46.707","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","V1P","122","","","","","","","","5 U.S.C. 5371.  38 U.S.C. PAY.","Y","","","","","","","","","","","","2022/02/17 17:12:49.435","CUSTOMIZED_USER","2022/02/17 17:14:46.898","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","ZLM","122","","","","","","","","OTHER CITATION (LAW, E.O., REG)","Y","","","","","","","","","","","","2022/02/17 17:12:49.487","CUSTOMIZED_USER","2022/02/17 17:14:47.093","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","ZRM","122","","","","","","","","AGENCY RESTORATION AUTHORITY","Y","","","","","","","","","","","","2022/02/17 17:12:49.532","CUSTOMIZED_USER","2022/02/17 17:14:47.243","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","ZSK","122","","","","","","","","P.L. 99-145, AS AMENDED. SPOUSE PREF--DOD.","Y","","","","","","","","","","","","2022/02/17 17:12:49.578","CUSTOMIZED_USER","2022/02/17 17:14:47.433","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","A7M","124","","","","","","","","CS RULE 3.2. ""RARE BIRD"" APPOINTMENT.","Y","","","","","","","","","","","","2022/02/17 17:12:49.622","CUSTOMIZED_USER","2022/02/17 17:14:47.596","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","ABM","124","","","","","","","","SF 59 APPROVED (DATE)","Y","","","","","","","","","","","","2022/02/17 17:12:49.667","CUSTOMIZED_USER","2022/02/17 17:14:47.746","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","ALM","124","","","","","","","","MSPB DIRECTIVE-US","Y","","","","","","","","","","","","2022/02/17 17:12:49.712","CUSTOMIZED_USER","2022/02/17 17:14:47.894","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","AQM","124","","","","","","","","MSPB DIRECTIVE - INJ","Y","","","","","","","","","","","","2022/02/17 17:12:49.758","CUSTOMIZED_USER","2022/02/17 17:14:48.038","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","BWM","124","","","","","","","","OPM DELEGATION AGR","Y","","","","","","","","","","","","2022/02/17 17:12:49.804","CUSTOMIZED_USER","2022/02/17 17:14:48.177","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","HAM","124","","","","","","","","REG 250.101. ACTION REQUIRED BY A DECISION.","Y","","","","","","","","","","","","2022/02/17 17:12:49.851","CUSTOMIZED_USER","2022/02/17 17:14:48.321","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","LBM","124","","","","","","","","REG 315.604. APPT OF DISABLED VET FROM VA PROGRAM.","Y","","","","","","","","","","","","2022/02/17 17:12:49.897","CUSTOMIZED_USER","2022/02/17 17:14:48.477","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","NFM","124","","","","","","","","REG 316.601. TEMP APPT--""RARE BIRD"" AUTH.","Y","","","","","","","","","","","","2022/02/17 17:12:49.95","CUSTOMIZED_USER","2022/02/17 17:14:48.624","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","NJM","124","","","","","","","","REG 316.701. TEMP APPT--GOVT TAKEOVER.","Y","","","","","","","","","","","","2022/02/17 17:12:50.001","CUSTOMIZED_USER","2022/02/17 17:14:48.762","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","NMM","124","","","","","","","","Reg 316.702.  Reg 316.702.  Exc Svc Indefinite brought into Comp Svc.","Y","","","","","","","","","","","","2022/02/17 17:12:50.073","CUSTOMIZED_USER","2022/02/17 17:14:48.907","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","QAK","124","","","","","","","","REG 353.207. RESTORATION AFTER MILITARY SERVICE.","Y","","","","","","","","","","","","2022/02/17 17:12:50.117","CUSTOMIZED_USER","2022/02/17 17:14:49.053","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","QBK","124","","","","","","","","REG 353.301. RESTORATION AFTER RECOVERY FROM INJURY.","Y","","","","","","","","","","","","2022/02/17 17:12:50.16","CUSTOMIZED_USER","2022/02/17 17:14:49.19","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","QCK","124","","","","","","","","REG 353.304(D). RESTORATION AFTER PARTIAL RECOVERY.","Y","","","","","","","","","","","","2022/02/17 17:12:50.202","CUSTOMIZED_USER","2022/02/17 17:14:49.329","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","V1P","124","","","","","","","","5 U.S.C. 5371.  38 U.S.C. PAY.","Y","","","","","","","","","","","","2022/02/17 17:12:50.244","CUSTOMIZED_USER","2022/02/17 17:14:49.48","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","ZLM","124","","","","","","","","OTHER CITATION (LAW, E.O., REG)","Y","","","","","","","","","","","","2022/02/17 17:12:50.291","CUSTOMIZED_USER","2022/02/17 17:14:49.621","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","ZRM","124","","","","","","","","AGENCY RESTORATION AUTHORITY","Y","","","","","","","","","","","","2022/02/17 17:12:50.335","CUSTOMIZED_USER","2022/02/17 17:14:49.764","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","ZSK","124","","","","","","","","P.L. 99-145, AS AMENDED. SPOUSE PREF--DOD.","Y","","","","","","","","","","","","2022/02/17 17:12:50.38","CUSTOMIZED_USER","2022/02/17 17:14:49.903","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","ABR","130","","","","","","","","REG 330.608.  AGENCY CAREER TRANSITION PROGRAM.","Y","","","","","","","","","","","","2022/02/17 17:12:50.427","CUSTOMIZED_USER","2022/02/17 17:14:50.044","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","ABS","130","","","","","","","","REG 330.708. INTERAGENCY CAREER TRANSITION PROGRAM.","Y","","","","","","","","","","","","2022/02/17 17:12:50.474","CUSTOMIZED_USER","2022/02/17 17:14:50.183","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","ABT","130","","","","","","","","REG 330.707 CLG. CHANGE TO LOWER GRADE UNDER THE ICTAP.","Y","","","","","","","","","","","","2022/02/17 17:12:50.527","CUSTOMIZED_USER","2022/02/17 17:14:50.323","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","J8M","130","","","","","","","","P.L. 107-288. VETERANS RECRUITMENT APPOINTMENT (VRA).","Y","","","","","","","","","","","","2022/02/17 17:12:50.578","CUSTOMIZED_USER","2022/02/17 17:14:50.461","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","KTM","130","","","","","","","","REG 315.501 OR AGY AUTH. TRANSFER CAREER OR CAREER-COND","Y","","","","","","","","","","","","2022/02/17 17:12:50.627","CUSTOMIZED_USER","2022/02/17 17:14:50.598","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","KVM","130","","","","","","","","REG 315.501 PROM OR AGY AUTH. TRAN CAREER OR CAR-COND.","Y","","","","","","","","","","","","2022/02/17 17:12:50.675","CUSTOMIZED_USER","2022/02/17 17:14:50.732","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","KXM","130","","","","","","","","REG 315.501 CLG OR AGY AUTH. TRAN CAREER OR CAREER-COND","Y","","","","","","","","","","","","2022/02/17 17:12:50.725","CUSTOMIZED_USER","2022/02/17 17:14:50.871","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","SZT","130","","","","","","","","REG 930.204(H).  TRANSFER OF ADMINISTRATIVE LAW JUDGE","Y","","","","","","","","","","","","2022/02/17 17:12:50.775","CUSTOMIZED_USER","2022/02/17 17:14:51.013","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","UDM","130","","","","","","","","P.L. 107-296, SEC.1115 For Use by Department of Justice/ATF and Department of Treasury/Tax and Trade Bureau.","Y","","","","","","","","","","","","2022/02/17 17:12:50.824","CUSTOMIZED_USER","2022/02/17 17:14:51.185","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","V1P","130","","","","","","","","5 U.S.C. 5371.  38 U.S.C. PAY.","Y","","","","","","","","","","","","2022/02/17 17:12:50.873","CUSTOMIZED_USER","2022/02/17 17:14:51.36","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","V8N","130","","","","","","","","32 U.S.C. 709.  National Guard tech--comp svc.  Code is only for use by the Air National Guard (Department of the Air Force) and Army National Gu","Y","","","","","","","","","","","","2022/02/17 17:12:50.926","CUSTOMIZED_USER","2022/02/17 17:14:51.503","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","VGL","130","","","","","","","","5 U.S.C. 4703. DEMO PROJECTS.","Y","","","","","","","","","","","","2022/02/17 17:12:50.976","CUSTOMIZED_USER","2022/02/17 17:14:51.709","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","Z2U","130","","","","","","","","P.L. 103-337.  Defense Lab Demo.  Code is for use by the Department of the Air Force, Department of the Army, Department of Defense, and Departme","Y","","","","","","","","","","","","2022/02/17 17:12:51.026","CUSTOMIZED_USER","2022/02/17 17:14:51.904","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","Z4X","130","","","","","","","","P.L. 108-201, Sec. 9814 (critical).  Prom/Reas/Conv Appt/Trnf/Prov Appt NTE.  Code is for use by the National Aeronautics and Space Administratio","Y","","","","","","","","","","","","2022/02/17 17:12:51.076","CUSTOMIZED_USER","2022/02/17 17:14:52.09","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
"FED_LEGAL_AUTH","Z4Y","130","","","","","","","","P.L. 108-201, Sec. 9814.  Prom/Reas/Conv Appt/Trnf/Prov Appt NTE.  Code is for use by the National Aeronautics and Space Administration only.","Y","","","","","","","","","","","","2022/02/17 17:12:51.128","CUSTOMIZED_USER","2022/02/17 17:14:52.238","CUSTOMIZED_USER","D7C9D6F9D8D73168E0530264FD0A280C"
